,mail,clean_mail,num_characters,num_words,num_sentences,ham_or_spam
919,Dont talk to him ever ok its my word.,dont talk ever ok word,37,10,1,0
920,When u wana see it then,u wana see,23,6,1,0
921,On ma way to school. Can you pls send me ashley's number,way school pl send ashley s number,56,14,2,0
922,It shall be fine. I have avalarr now. Will hollalater,shall fine avalarr hollalat,53,12,3,0
923,She went to attend another two rounds today..but still did't reach home..,went attend anoth two round today still didt reach home,73,15,1,0
924,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com,actual delet old websit blog magicalsongsblogspotcom,80,13,1,0
925,"K, wait chikku..il send aftr  &lt;#&gt; mins",k wait chikku il send aftr lt gt min,44,16,1,0
926,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.,m diet ate 1 mani slice pizza yesterday ugh m alway diet,92,26,3,0
927,K:)i will give my kvb acc details:),k give kvb acc detail,35,12,1,0
928,Oh all have to come ah?,oh come ah,23,7,1,0
929,money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over å£1million to give away ! ppt150x3+normal text rate box403 w1t1jy,money r lucki winner 2 claim prize text money 2 88600 give away ppt150x3normal text rate box403 w1t1ji,140,29,4,1
930,I'm really sorry i won't b able 2 do this friday.hope u can find an alternative.hope yr term's going ok:-),m realli sorri wo nt b abl 2 fridayhop u find alternativehop yr term s go ok,106,26,1,0
931,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go,congratul ore mo owo wa enjoy wish mani happi moment fro wherev go,103,22,2,0
932,So do you have samus shoulders yet,samu shoulder yet,34,7,1,0
933,What time you think you'll have it? Need to know when I should be near campus,time think ll need know near campu,77,18,2,0
934,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or å£1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH.",dear matthew pleas call 09063440451 landlin complimentari 4 lux tenerif holiday cash await collect ppm150 sae cs box334 sk38xh,159,30,2,1
935,Then dun wear jeans lor...,dun wear jean lor,26,6,1,0
936,"Since when, which side, any fever, any vomitin.",sinc side fever vomitin,47,12,1,0
937,K:)k.are you in college?,k kare colleg,24,8,1,0
938,"Urgent! call 09061749602 from Landline. Your complimentary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs BOX 528 HP20 1YF 150ppm 18+",urgent call 09061749602 landlin complimentari 4 tenerif holiday cash await collect sae cs box 528 hp20 1yf 150ppm 18,149,28,3,1
939,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,better made friday stuf like pig yesterday feel bleh least writh pain kind bleh,133,30,4,0
940,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:),sell ll ton coin sell coin someon thru paypal voila money back life pocket,126,31,4,0
941,Theyre doing it to lots of places. Only hospitals and medical places are safe.,theyr lot place hospit medic place safe,78,16,2,0
942,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS),get touch folk wait compani txt back name age opt enjoy commun 150psm,132,28,3,1
943,And also I've sorta blown him off a couple times recently so id rather not text him out of the blue looking for weed,also ve sorta blown coupl time recent id rather text blue look weed,116,25,1,0
944,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones",sent score sopha secondari applic school think think appli research cost also contact joke ogunrind school one less expens one,221,47,3,0
945,I cant wait to see you! How were the photos were useful? :),cant wait see photo use,59,16,3,0
946,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,ur cashbal current 500 pound maxim ur cashin send go 86688 150pmsg cc 08718720201 po box 11414 tcrw1,137,26,2,1
947,Hey i booked the kb on sat already... what other lessons are we going for ah? Keep your sat night free we need to meet and confirm our lodging ,hey book kb sat alreadi lesson go ah keep sat night free need meet confirm lodg,143,31,2,0
948,Chk in ur belovd ms dict,chk ur belovd ms dict,24,6,1,0
949,Is that what time you want me to come?,time want come,38,10,1,0
950,"Awesome, lemme know whenever you're around",awesom lem know whenev re around,42,9,1,0
951,Shb b ok lor... Thanx...,shb b ok lor thanx,24,7,1,0
952,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",beauti truth graviti read care our heart feel light someon feel heavi someon leav good night,159,33,2,0
953,Also remember to get dobby's bowl from your car,also rememb get dobbi s bowl car,47,10,1,0
954,Filthy stories and GIRLS waiting for your,filthi stori girl wait,41,7,1,1
955,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,sorri c ur msg yar lor poor thing 4 one night tmr u ll brand new room 2 sleep,122,32,2,0
956,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",love nt decis s feel could decid love life would much simpler less magic,126,31,2,0
957,Welp apparently he retired,welp appar retir,26,4,1,0
958,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,sort code acc bank natwest repli confirm ve sent right person,114,28,3,0
959,Where @,,7,2,1,0
960,U sure u can't take any sick time?,u sure u ca nt take sick time,34,10,1,0
961,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,urgent tri contact u today draw show prize guarante call 09050001808 land line claim m95 valid12hr,157,31,5,1
963,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,yo chad gymnast class wan na take site say christian class full,90,19,2,0
965,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,better still catch let ask sell lt gt,85,25,1,0
966,I am not sure about night menu. . . I know only about noon menu,sure night menu know noon menu,63,16,4,0
967,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,u want come back a beauti necklac token heart youthat give wife likingb see one give thatdont call mei wait till come,220,50,1,0
968,Are you willing to go for aptitude class.,will go aptitud class,41,9,1,0
969,"It wont b until 2.15 as trying 2 sort house out, is that ok?",wont b 215 tri 2 sort hous ok,60,16,1,0
970,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",yar lor wan 2 go c hors race today mah eat earlier lor ate chicken rice u,88,24,3,0
971,"Haha awesome, omw back now then",haha awesom omw back,31,7,1,0
972,Yup i thk so until e shop closes lor.,yup thk e shop close lor,37,10,1,0
973,what is your account number?,account number,28,6,1,0
974,Eh u send wrongly lar...,eh u send wrongli lar,24,6,1,0
975,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,hey ad crap nite borin without ya 2 boggi u bore biatch thanx u wait til nxt time il ave ya,118,29,2,0
976,Ok i shall talk to him,ok shall talk,22,6,1,0
977,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,dont hesit know second time weak like keep notebook eat day anyth chang day sure noth,210,45,3,0
978,Hey you can pay. With salary de. Only  &lt;#&gt; .,hey pay salari de lt gt,50,18,3,0
979,Another month. I need chocolate weed and alcohol.,anoth month need chocol weed alcohol,49,10,2,0
980,If he started searching he will get job in few days.he have great potential and talent.,start search get job daysh great potenti talent,87,17,1,0
981,Reckon need to be in town by eightish to walk from * carpark.,reckon need town eightish walk carpark,61,14,1,0
982,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",congrat 2 mobil 3g videophon r call 09063458130 videochat wid mate play java game dload polyph music nolin rentl,141,29,4,1
983,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,look fuckin time fuck think,54,13,2,0
984,Yo guess what I just dropped,yo guess drop,28,6,1,0
985,Carlos says he'll be at mu in  &lt;#&gt;  minutes,carlo say ll mu lt gt minut,49,16,1,0
986,I'm in office now . I will call you  &lt;#&gt;  min:),m offic call lt gt min,53,20,2,0
987,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",geeee miss alreadi know think fuck ca nt wait till next year togeth love kiss,145,36,4,0
988,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",yun ahth ubi one say ì wan call tomorrowcal 67441233 look ireneer got bus822656166382 ubi cre ubi tech park6ph 1st 5wkg,162,29,2,0
989,Ugh. Gotta drive back to sd from la. My butt is sore.,ugh got ta drive back sd la butt sore,53,16,3,0
990,26th OF JULY,26th juli,12,3,1,0
991,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,hi im relax time ever get 7am everi day parti good night get home tomorrow 5ish,142,34,4,0
992,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,ì ìï wan come come lor din c stripe skirt,73,19,2,0
993,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,xma stori peac xma msg love xma miracl jesu hav bless month ahead amp wish u merri xma,129,31,3,0
994,"I can't, I don't have her number!",ca nt nt number,33,11,1,0
995,Change again... It's e one next to escalator...,chang s e one next escal,47,11,2,0
996,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,yetund m class run water make ok pl,72,19,1,0
997,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,lot happen feel quiet beth aunt charli work lot helen mo,148,36,5,0
998,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,ì wait 4 bu stop aft ur lect lar dun c ì go get car come back n pick ì,107,31,2,0
999,"Aight will do, thanks again for comin out",aight thank comin,41,9,1,0
1000,No..but heard abt tat..,heard abt tat,23,7,1,0
1003,&lt;#&gt;  am I think? Should say on syllabus,lt gt think say syllabu,45,15,2,0
1004,Umma. Did she say anything,umma say anyth,26,6,2,0
1005,Give me a sec to think think about it,give sec think think,37,9,1,0
1006,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,panason bluetoothhdset free nokia free motorola free doublemin doubletxt orang contract call mobileupd8 08000839402 call 2optout,150,25,4,1
1007,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,nt quit know still ca nt get hold anyon cud pick bout 730pm see re pub,132,36,3,0
1008,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",poyyarikatur kolathupalayam unjalur post erod di lt gt,63,18,1,0
1009,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",dear hero leav qatar tonit apt opportunitypl keep touch lt email gt kerala,108,27,1,0
1010,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,lol would mom would fit tell whole famili crazi terribl,93,21,1,0
1011,"I just got home babe, are you still awake ?",got home babe still awak,43,11,1,0
