clean_mail,num_characters,num_sentences,target
take someth pain move howev side next 6hr see doctor,87,2,0
lol oh babe wont slide place midnight thank invit,95,1,0
howz person stori,23,1,0
guess somebodi know secretli fanci wan na find give us call 09065394973 landlin datebox1282essexcm61xn 150pmin 18,156,4,1
lol would awesom payback,34,1,0
80488 500 free text messag valid 31 decemb 2005,74,2,1
honeybe said m sweetest world god laugh amp said wait u havnt met person read msg moral even god crack joke gmgngegn,158,2,0
thank tesco quit nice gone speak soon,73,4,0
s featheri bowa someth guy nt know,76,2,0
even cant close eye vava play umma d,65,1,0
2 laptop noe infra slow lar wan fast one,58,3,0
guarante award even cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php,133,1,1
nvm s ok,14,1,0
enjoy ur life good night,27,3,0
ye meet town co go gep home could text bu stop nt worri ll finish march ish,143,3,0
that cool cum,52,4,0
delhi chennai still silent,31,1,0
lol alright thinkin haha,39,1,0
repli win weekli 2006 fifa world cup held send stop 87239 end servic,104,3,1
m boat still mom check yo m half nake,83,4,0
shhhhh nobodi suppos know,34,1,0
sorri ll call later meet thing relat trade pleas call arul lt gt,89,2,0
hey late m amk need drink tea coffe,61,2,0
urgent pleas call 09061743810 landlin abta complimentari 4 tenerif holiday 5000 cash await collect sae cs box 326 cw25wx 150 ppm,153,3,1
length e e top shorter n got fring thk m go liao lazi dun wan 2 distract u also,123,4,0
antha num corrct dane,24,1,0
basket s gettin full might tonight,49,1,0
hi darlin ive got back realli nice night thank much lift see u tomorrow xxx,108,1,0
valentin huh proof fb page ugh m glad realli nt watch rupaul show tool,119,3,0
free tone hope enjoy new content text stop 61610 unsubscrib help08712400602450p provid tones2youcouk,129,3,1
eh den sat u book e kb liao huh,34,1,0
practis curtsey,38,1,0
lol boo hope laugh,32,1,0
yeh def up4 someth sat,31,1,0
well leav class babe never came back hope nice sleep love,117,1,0
lmao s fish memori need,45,1,0
ll b go 2 sch mon si need 2 take smth,55,2,0
idea soon get convert live,38,1,0
themob yo yo yoher come new select hot download member get free click open next link sent ur fone,143,2,1
india go draw seri mani year south african soil,80,1,0
goodmorn today late lt decim gt min,54,1,0
ca nt take major role commun outreach rock mel,62,2,0
shop lor rain mah hard 2 leav orchard,52,2,0
hi birth 8lb 7oz mother babi brilliantli,81,3,0
see forward messag proof,36,1,0
ca nt keep go never intent run choos rather keep room clean nt say visitor mayb s best choic ye want embarass mayb d feel feel friend want drop buy say happen morn ve tri everyth nt know els,431,5,0
dunno lei thk mum lazi go neva ask yet,62,3,0
whatev want know rule talk earlier week start happen show respons yet everi week s bend rule way way whatev m tire thia argument everi week lt gt movi doesnt inlud preview re still get 1,375,9,0
beauti truth graviti read care our heart feel light someon feel heavi someon leav goodmorn,160,2,0
great news call freefon 08006344447 claim guarante cash gift speak live oper,120,3,1
ambrith madurai met u arun dha marrg remembr,52,1,0
read shame tell take run blame u 4 ever realli 4 ever long time,138,2,0
princess kitti shave natur,42,1,0
better bb wont use wife doctor,63,2,0
ya came ago,22,1,0
tomorrow onward eve 6 3 work,38,1,0
anyth lor toa payoh got place 2 walk meh,50,1,0
nt anybodi s number still nt thought tact way ask alex,83,1,0
u win music gift voucher everi week start txt word draw 87066 tsc wwwldewcom skillgame1winaweek age16150ppermesssubscript,158,1,1
movi theatr go watch unlimit movi pay,84,1,0
u lunch alon bore,39,2,0
ye obvious eggspert potato speak soon,76,1,0
nah man car meant cram full peopl,53,1,0
got new job bar airport satsgettin 447per hour mean lie keep touch,94,2,0
kalli readi bat 2nd inning,38,1,0
thanx birthday alreadi,38,1,0
ugh ca nt u apolog admit u wrong ask take u back,75,1,0
noe la u wana pei bf oso rite k lor day den,62,1,0
ye m small kid boost secret energi,59,1,0
im gon na miss u much,23,1,0
avatar suppos subtoitl,37,1,0
simpli sit watch match offic,45,1,0
jot thing want rememb later,51,1,0
oh sorri pleas,24,1,0
hey go lo lesson gym,43,1,0
dont pack buy storelik cereal must pack food pack gari someth 9ja miss,123,2,0
alway make thing bigger,43,1,0
ìï dun wan watch infern affair,36,1,0
wake 4 afternoon sup,46,1,0
send pic like,35,1,0
okay book alreadi includ one bugi,59,3,0
aight fuck ll get later,32,1,0
de call time ill tell k,50,3,0
dont use hook,27,1,0
much blackberri bold2 nigeria,40,1,0
hi home calicut,37,2,0
hey darlin pick u colleg u tell wen 2 mt love pete xx,84,1,0
call 09094100151 use ur min call cast 10pmin mob vari servic provid aom gbp5month aom box61 m60 1er u stop age 18,152,5,1
oh thkin goin yogasana 10 den nd go 3 den rush parco 4 nb oki lor u call readi,125,2,0
late need go n get da laptop,45,1,0
sir wait mail,32,1,0
pleas charg mobil get morn,52,1,0
noth got msg frm tht unknown,39,1,0
ugh fuck m resub eve,32,1,0
nt see shadow get earli spring yay,52,2,0
one slice one breadstick lol,40,3,0
hey want crave miss need love ahmad saeed al hallaq,96,6,0
train tomorrow,31,1,0
urgent mobil bonu caller prize 020603 2nd attempt reach call 09066362220 asap box97n7qp 150ppm,159,5,1
pass di ur contact n see wat u get red m luv wid u blue u put smile face purpl u r reali hot pink u r swt orang thnk lyk u green reali wana go wid u yelow wnt u bck black m jealou u brown miss nw plz giv one color,276,9,0
co daddi arrang time c wat time fetch ì mah,51,1,0
eldest know,26,2,0
s say hi drugdeal,36,1,0
hard believ thing like say lie think twice say anyth,99,2,0
eeri nokia tone 4u rpli tone titl 8007 eg tone dracula 8007 titl ghost addamsfa munster exorcist twilight wwwgetzedcouk pobox36504w45wq 150p,162,1,1
sexi singl wait text age follow gender wither f eg23f gay men text age follow g eg23g,149,3,1
good night dear sleepwel amp take care,44,1,0
wondarful song,23,1,0
freemsg claim ur 250 sm messagestext ok 84025 use web2mobil 2 ur mate etc join txt250com 150pwk c box139 la32wu 16 remov txtx stop,161,5,1
yar lor actual quit fast co da ge slow wat haha,63,1,0
must come later normal bath da afternoon mah,60,2,0
trust even nt,41,2,0
hey hunonbu goin 2 meet want 2go 4a meal donyt feel like cuz 2 get last bu home he sweet latelyxxx,133,2,0
85233 free rington repli real,30,1,1
take like noon,27,1,0
open mca,42,2,0
m aight wat s happen side,40,2,0
m done oredi,17,1,0
sweet well princess pleas tell like dislik bed,81,2,0
wish great semest,38,2,0
moji love word rich day,48,2,0
dude like buff wind,35,1,0
alright babe,13,1,0
well done england get offici poli rington colour flag yer mobil text tone flag 84199 optout txt eng stop box39822 w111wx,156,5,1
m ca nt give everyth want need actual could better yor ve got money ca nt get work ca nt get man ca nt pay rent ca nt even fill fuck ga tank ye m stress depress nt even call home thanksgiv cuz ll tell noth,363,6,0
kalli wont play first two odi,40,1,0
get cash togeth ll text jason,47,1,0
oh love s soooo good hear omg miss much today m sorri problem provid thank tming,154,3,0
final chanc claim ur worth discount voucher today text ye 85023 savamob member offer mobil cs savamob pobox84 m263uz sub 16,161,6,1
probabl want pick,31,1,0
m done,11,1,0
cutest girl world,44,1,0
dice art class 6 thru 9 thank though idea time come tomorrow,88,2,0
sm servic inclus text credit pl goto wwwcomuknet login unsubscrib stop extra charg help08700469649 po box420 ip4 5we,159,6,1
oh howda gud gud math en samachara chikku,47,1,0
thk 530 lor dunno get ticket wat u,64,3,0
audri lousi autocorrect,24,1,0
site simul test give tough question test readi,95,2,0
anyway serious hit re back otherwis light armand alway shit andor vomit,134,1,0
fetch yun u fetch,23,1,0
thank like well,32,2,0
hmmm imagin ve come home rub feet make dinner help get readi date sure readi kind life,175,2,0
lara said loan lt gt,38,1,0
spare power suppli,35,1,0
yar quit clever aft mani guess lor got ask 2 bring thk darren will 2 go aiya thk leona still attach wat,147,3,0
winner special select receiv cash award speak live oper claim call 087123002209am7pm cost 10p,159,3,1
yeah nt go bed ll back midnight,51,1,0
sunshin hol claim ur med holiday send stamp self address envelop drink us uk po box 113 bray wicklow eir quiz start saturday unsub stop,161,4,1
well nt avail washob nob last night ask nickey platt instead,107,2,0
s time week ryan,38,1,0
wish u mani mani return day happi birthday vikki,60,2,0
u win music gift voucher everi week start txt word draw 87066 tsc wwwidewcom skillgam 1winaweek age16 150ppermesssubscript,160,2,1
hope know m still mad,37,1,0
argh 3g spotti anyway thing rememb research provinc sterl problemfre place look,157,1,0
xam hall boy ask girl tell start term di answer den manag lot hesit n lookin around silent said intha ponnungal ipaditan,185,2,0
know result,28,1,0
sorri im get feel realli bad total reject kinda thing,79,1,0
got shitload diamond though,40,1,0
tessi pl favor pl convey birthday wish nimya pl dnt forget today birthday shija,113,3,0
well m go aunti,30,1,0
mine like fr china noisi,42,1,0
later guess needa mcat studi,41,2,0
train manual show tech process password reset troubleshoot,113,1,0
b4u voucher wc 2703 marsm log onto wwwb4utelecom discount credit opt repli stop custom care call 08717168528,137,4,1
spoke uncl john today strongli feel need sacrific keep s go call beg listen dont make promis make clear thing easi need pleas let us work thing long keep expect help creativ stifl pl keep happi promis part,382,7,0
carlo took leav minut,49,1,0
well done luv ya,27,2,0
came hostel,28,1,0
k still love,26,1,0
juz rememb got ta bath dog today,49,1,0
drug abl eat,39,1,0
alright took morphin back yo,38,2,0
see requir pleas,31,1,0
stayin troubl stranger saw dave day heåõ sort still bloke u gona get girl mr ur mum still think get 2getha,162,2,0
freemsg hey m buffi 25 love satisfi men home alon feel randi repli 2 c pix qlynnbv help08700621170150p msg send stop stop txt,154,5,1
collect ur laptop,25,1,0
ok later show around 8830 want cld drink wld prefer spend money nosh nt mind nxt wk,154,2,0
get home,22,1,0
waaaat lololo ok next time,34,2,0
tabl s occupi m wait tree,45,1,0
sure dont forgot come alway touch,70,1,0
hi kindli give us back document submit loan stapati,77,1,0
dont shall buy one dear,32,1,0
oh god happi see messag 3 day,50,1,0
year mani mile,30,2,0
hey cuti goe wale kinda ok like hill shit still avent kill,114,4,0
sad stori man last week bday wife didnt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi bday boss felt special askd 4 lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came 5 minut latr wid cake n wife parent kidz friend n colleagu scream surpris wait sofa nake,588,18,0
think go honesti road call bank tomorrow tough decis make us great peopl,114,3,0
free 1st week no1 nokia tone 4 ur mob everi week txt nokia 87077 get txting tell ur mate zed pobox 36504 w45wq norm150pton 16,147,3,1
specialis work slave labor look month sha co shakara 4 beggar,114,4,0
repli boy chang phone number,50,2,0
hi darlin im way london smash anoth driver big dent im realli miss u u xxx,158,4,0
noth realli make sure everybodi s speed,56,1,0
m come home 4 dinner,29,1,0
thank way lost,39,2,0
yesh good crickit mind,32,1,0
thx well month,37,2,0
can pleas come imin towndontmatt urgoin outl8r,63,1,0
wont wat s wit guy,29,2,0
yavnt tri yet never play origin either,48,1,0
hiya good day spoken sinc weekend,59,2,0
see thought,29,2,0
get readi moan scream,31,1,0
oh k got job what,37,1,0
think nt need go late school night especi one class one miss last wednesday probabl fail test friday,193,3,0
pop lt gt ibuprofen help,45,1,0
babe goe day sip cappuccino think love send kiss across sea,154,6,0
ok,3,1,0
ps u ur grown right,32,1,0
chinatown got porridg claypot rice yam cake fishhead beehoon either eat cheap den go cafe n tok go nydc somethin,131,2,0
know peopl hit fuck ye,52,1,0
puriti friendship two smile read forward messag smile see name gud evng,142,2,0
anyth specif regard jaklin idk fuck,104,1,0
oh god m gon na googl nearbi cliff,43,2,0
free camera phone linerent 449month 750 cross ntwk min 12 price txt bundl deal also avbl call 08001950382 call2optoutj mf,152,3,1
yup shd haf ard 10 page add figur ìï got mani page,73,1,0
ooh 4got m gon na start belli danc moseley wed 630 u want 2 join cafe,105,1,0
thankyou much call appreci care,54,2,0
congrat treat pendingi mail 2 dayswil mail thrurespect mother homecheck mail,108,2,0
call one pick e phone ask alreadi said ok,77,2,0
hi email address chang,42,1,0
valuabl affection loveabl etern nobl truth intim natur enam happi valentin day advanc,132,10,0
much textin bout,42,2,0
bring got,22,1,0
m movi call 4 wat,30,2,0
sure stomach,38,1,0
haha m dinner cousin,54,2,0
boy late 2 home father power frndship,56,2,0
man carlo definit come mu tonight excus,66,1,0
soon real thing princess make wet,65,3,0
raji pl favour pl convey birthday wish nimya pl today birthday,93,4,0
haha leg neck kill amigo hope end night burn think could swing like hour,132,1,0
urgent mobil 07xxxxxxxxx bonu caller prize 020603 2nd attempt reach call 09066362231 asap box97n7qp 150ppm,159,5,1
usual bodi take care buy make sure doesnt progress pl continu talk saturday,112,2,0
urgent 4 costa del sol holiday await collect call 09050090044 toclaim sae tc pobox334 stockport sk38xh max10min,161,4,1
hmm well night night,22,1,0
want say holi shit guy nt kid bud,68,1,0
gettin bit arti collag mo well tryin 2 ne way got roast min love shall enjoy,119,2,0
one day billion class right,58,1,0
goodmorn today late 2hr back pain,60,2,0
ok ll let noe later n ask call u tmr,54,1,0
ok m walik ard u wan 2 buy anyth go ur hous,66,1,0
two carton u pleas shelv,67,1,0
nice talk pleas dont forget pix want see,77,2,0
guarante cash prize claim yr prize call custom servic repres 08714712379 10am7pm cost 10p,156,2,1
realli quit funni lor wat u shd haf run shorter distanc wat,76,1,0
notic like look shit mirror your turn right freak,77,1,0
great get worri know wonder care person like best life know u r wonder god s love,175,4,0
thank rington order ref number k718 mobil charg tone arriv pleas call custom servic 09065069120,157,3,1
prefer free day tue wed fri oso ìï ask workin lor,77,1,0
alrit jod how revis goin keri bin doin smidgin n e way u wan na cum colleg xx,102,3,0
beliv come home,39,2,0
oh kk take test,32,1,0
exact intent,30,1,0
haha money leh later got go tuition haha look empti slot drive lesson,108,1,0
hey thk juz go accordin wat discuss yest lor except kb sun co s nt much lesson go attend kb sat,141,1,0
k wen ur free come home also tel vikki hav sent mail also better come even il free today aftr 6pm,130,2,0
